iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
IRN,Asia,Iran,2020-02-19,2.0,2.0,,2.0,2.0,,0.024,0.024,,0.024,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-20,5.0,3.0,,2.0,0.0,,0.06,0.036,,0.024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-21,18.0,13.0,,4.0,2.0,,0.214,0.155,,0.048,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-22,28.0,10.0,,5.0,1.0,,0.333,0.119,,0.06,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-23,43.0,15.0,,8.0,3.0,,0.512,0.179,,0.095,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-24,61.0,18.0,8.714,12.0,4.0,1.714,0.726,0.214,0.104,0.143,0.048,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-25,95.0,34.0,13.571,16.0,4.0,2.286,1.131,0.405,0.162,0.19,0.048,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-26,139.0,44.0,19.571,19.0,3.0,2.429,1.655,0.524,0.233,0.226,0.036,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-27,245.0,106.0,34.286,26.0,7.0,3.429,2.917,1.262,0.408,0.31,0.083,0.041,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-28,388.0,143.0,52.857,34.0,8.0,4.286,4.619,1.703,0.629,0.405,0.095,0.051,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-02-29,593.0,205.0,80.714,43.0,9.0,5.429,7.06,2.441,0.961,0.512,0.107,0.065,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-01,978.0,385.0,133.571,54.0,11.0,6.571,11.644,4.584,1.59,0.643,0.131,0.078,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-02,1501.0,523.0,205.714,66.0,12.0,7.714,17.871,6.227,2.449,0.786,0.143,0.092,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-03,2336.0,835.0,320.143,77.0,11.0,8.714,27.812,9.941,3.812,0.917,0.131,0.104,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-04,2922.0,586.0,397.571,92.0,15.0,10.429,34.789,6.977,4.733,1.095,0.179,0.124,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-05,3513.0,591.0,466.857,107.0,15.0,11.571,41.825,7.036,5.558,1.274,0.179,0.138,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-06,4747.0,1234.0,622.714,124.0,17.0,12.857,56.517,14.692,7.414,1.476,0.202,0.153,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-07,5823.0,1076.0,747.143,145.0,21.0,14.571,69.327,12.811,8.895,1.726,0.25,0.173,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-08,6566.0,743.0,798.286,194.0,49.0,20.0,78.173,8.846,9.504,2.31,0.583,0.238,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-09,7161.0,595.0,808.571,237.0,43.0,24.429,85.257,7.084,9.627,2.822,0.512,0.291,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-10,8042.0,881.0,815.143,291.0,54.0,30.571,95.746,10.489,9.705,3.465,0.643,0.364,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-11,9000.0,958.0,868.286,354.0,63.0,37.429,107.152,11.406,10.338,4.215,0.75,0.446,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-12,10075.0,1075.0,937.429,429.0,75.0,46.0,119.951,12.799,11.161,5.108,0.893,0.548,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-13,11364.0,1289.0,945.286,514.0,85.0,55.714,135.297,15.347,11.254,6.12,1.012,0.663,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-14,12729.0,1365.0,986.571,611.0,97.0,66.571,151.548,16.251,11.746,7.274,1.155,0.793,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-15,13938.0,1209.0,1053.143,724.0,113.0,75.714,165.942,14.394,12.538,8.62,1.345,0.901,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-16,14991.0,1053.0,1118.571,853.0,129.0,88.0,178.479,12.537,13.317,10.156,1.536,1.048,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-17,16169.0,1178.0,1161.0,988.0,135.0,99.571,192.504,14.025,13.823,11.763,1.607,1.185,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-18,17361.0,1192.0,1194.429,1135.0,147.0,111.571,206.696,14.192,14.221,13.513,1.75,1.328,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-19,18407.0,1046.0,1190.286,1284.0,149.0,122.143,219.149,12.453,14.171,15.287,1.774,1.454,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-20,19644.0,1237.0,1182.857,1433.0,149.0,131.286,233.877,14.727,14.083,17.061,1.774,1.563,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-21,20610.0,966.0,1125.857,1556.0,123.0,135.0,245.378,11.501,13.404,18.525,1.464,1.607,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-22,21638.0,1028.0,1100.0,1685.0,129.0,137.286,257.617,12.239,13.096,20.061,1.536,1.634,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-23,23049.0,1411.0,1151.143,1812.0,127.0,137.0,274.416,16.799,13.705,21.573,1.512,1.631,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-24,24811.0,1762.0,1234.571,1934.0,122.0,135.143,295.394,20.978,14.699,23.026,1.453,1.609,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-25,27017.0,2206.0,1379.429,2077.0,143.0,134.571,321.658,26.264,16.423,24.728,1.703,1.602,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-26,29406.0,2389.0,1571.286,2234.0,157.0,135.714,350.101,28.443,18.707,26.597,1.869,1.616,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-27,32332.0,2926.0,1812.571,2378.0,144.0,135.0,384.937,34.836,21.58,28.312,1.714,1.607,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-28,35408.0,3076.0,2114.0,2517.0,139.0,137.286,421.559,36.622,25.169,29.967,1.655,1.634,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-29,38309.0,2901.0,2381.571,2640.0,123.0,136.429,456.098,34.539,28.354,31.431,1.464,1.624,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-30,41495.0,3186.0,2635.143,2757.0,117.0,135.0,494.03,37.932,31.373,32.824,1.393,1.607,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-03-31,44605.0,3110.0,2827.714,2898.0,141.0,137.714,531.056,37.027,33.666,34.503,1.679,1.64,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-01,47593.0,2988.0,2939.429,3036.0,138.0,137.0,566.631,35.574,34.996,36.146,1.643,1.631,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-02,50468.0,2875.0,3008.857,3160.0,124.0,132.286,600.86,34.229,35.823,37.622,1.476,1.575,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-03,53183.0,2715.0,2978.714,3294.0,134.0,130.857,633.184,32.324,35.464,39.218,1.595,1.558,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-04,55743.0,2560.0,2905.0,3452.0,158.0,133.571,663.663,30.479,34.586,41.099,1.881,1.59,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-05,58226.0,2483.0,2845.286,3603.0,151.0,137.571,693.225,29.562,33.875,42.896,1.798,1.638,0.99,,,,,,,,,,189790.0,2.26,,,,,,tests performed,,,,,,,,,,59.26,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-06,60500.0,2274.0,2715.0,3739.0,136.0,140.286,720.299,27.074,32.324,44.516,1.619,1.67,0.92,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,59.26,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-07,62589.0,2089.0,2569.143,3872.0,133.0,139.143,745.17,24.871,30.588,46.099,1.583,1.657,0.86,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,59.26,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-08,64586.0,1997.0,2427.571,3993.0,121.0,136.714,768.945,23.776,28.902,47.54,1.441,1.628,0.82,,,,,,,,,,220975.0,2.631,,,,,,tests performed,,,,,,,,,,59.26,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-09,66220.0,1634.0,2250.286,4110.0,117.0,135.714,788.399,19.454,26.791,48.933,1.393,1.616,0.79,,,,,,,,,10418.0,231393.0,2.755,0.124,,,,,tests performed,,,,,,,,,,59.26,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-10,68192.0,1972.0,2144.143,4232.0,122.0,134.0,811.878,23.478,25.528,50.385,1.453,1.595,0.8,,,,,,,,,11175.0,242568.0,2.888,0.133,,,,,tests performed,,,,,,,,,,59.26,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-11,70029.0,1837.0,2040.857,4357.0,125.0,129.286,833.749,21.871,24.298,51.873,1.488,1.539,0.81,,,,,,,,,9135.0,251703.0,2.997,0.109,,,,,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-12,71686.0,1657.0,1922.857,4474.0,117.0,124.429,853.476,19.728,22.893,53.266,1.393,1.481,0.8,,,,,,,,,11685.0,263388.0,3.136,0.139,10514.0,0.125,0.183,5.5,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-13,73303.0,1617.0,1829.0,4585.0,111.0,120.857,872.728,19.252,21.776,54.588,1.322,1.439,0.79,,,,,,,,,,,,,10741.0,0.128,0.17,5.9,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-14,74877.0,1574.0,1755.429,4683.0,98.0,115.857,891.468,18.74,20.9,55.755,1.167,1.379,0.78,,,,,,,,,,287359.0,3.421,,10968.0,0.131,0.16,6.2,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-15,76389.0,1512.0,1686.143,4777.0,94.0,112.0,909.469,18.002,20.075,56.874,1.119,1.333,0.78,,,,,,,,,11845.0,299204.0,3.562,0.141,11176.0,0.133,0.151,6.6,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-16,77995.0,1606.0,1682.143,4869.0,92.0,108.429,928.59,19.121,20.027,57.969,1.095,1.291,0.8,,,,,,,,,11136.0,310340.0,3.695,0.133,11278.0,0.134,0.149,6.7,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-17,79494.0,1499.0,1614.571,4958.0,89.0,103.714,946.437,17.847,19.223,59.029,1.06,1.235,0.79,,,,,,,,,9539.0,319879.0,3.808,0.114,11044.0,0.131,0.146,6.8,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-18,80868.0,1374.0,1548.429,5031.0,73.0,96.286,962.795,16.359,18.435,59.898,0.869,1.146,0.79,,,,,,,,,10258.0,330137.0,3.931,0.122,11205.0,0.133,0.138,7.2,tests performed,,,,,,,,,,50.93,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-19,82211.0,1343.0,1503.571,5118.0,87.0,92.0,978.784,15.989,17.901,60.934,1.036,1.095,0.79,,,,,,,,,11525.0,341662.0,4.068,0.137,11182.0,0.133,0.134,7.4,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-20,83505.0,1294.0,1457.429,5209.0,91.0,89.143,994.191,15.406,17.352,62.017,1.083,1.061,0.78,,,,,,,,,11350.0,353012.0,4.203,0.135,11091.0,0.132,0.131,7.6,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-21,84802.0,1297.0,1417.857,5297.0,88.0,87.714,1009.632,15.442,16.881,63.065,1.048,1.044,0.76,,,,,,,,,12711.0,365723.0,4.354,0.151,11195.0,0.133,0.127,7.9,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-22,85996.0,1194.0,1372.429,5391.0,94.0,87.714,1023.848,14.215,16.34,64.184,1.119,1.044,0.74,,,,,,,,,,,,,11202.0,0.133,0.123,8.2,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-23,87026.0,1030.0,1290.143,5481.0,90.0,87.429,1036.111,12.263,15.36,65.255,1.072,1.041,0.74,,,,,,,,,,389507.0,4.637,,11310.0,0.135,0.114,8.8,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-24,88194.0,1168.0,1242.857,5574.0,93.0,88.0,1050.017,13.906,14.797,66.363,1.107,1.048,0.77,,,,,,,,,10420.0,399927.0,4.761,0.124,11435.0,0.136,0.109,9.2,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-25,89328.0,1134.0,1208.571,5650.0,76.0,88.429,1063.518,13.501,14.389,67.268,0.905,1.053,0.81,,,,,,,,,10148.0,410075.0,4.882,0.121,11420.0,0.136,0.106,9.4,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-26,90481.0,1153.0,1181.429,5710.0,60.0,84.571,1077.245,13.727,14.066,67.982,0.714,1.007,0.82,,,,,,,,,11238.0,421313.0,5.016,0.134,11379.0,0.135,0.104,9.6,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-27,91472.0,991.0,1138.143,5806.0,96.0,85.286,1089.044,11.799,13.55,69.125,1.143,1.015,0.8,,,,,,,,,11016.0,432329.0,5.147,0.131,11331.0,0.135,0.1,10.0,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-28,92584.0,1112.0,1111.714,5877.0,71.0,82.857,1102.283,13.239,13.236,69.97,0.845,0.986,0.82,,,,,,,,,,,,,11019.0,0.131,0.101,9.9,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-29,93657.0,1073.0,1094.429,5957.0,80.0,80.857,1115.058,12.775,13.03,70.923,0.952,0.963,0.8,,,,,,,,,,453386.0,5.398,,10824.0,0.129,0.101,9.9,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-04-30,94640.0,983.0,1087.714,6028.0,71.0,78.143,1126.761,11.703,12.95,71.768,0.845,0.93,0.81,,,,,,,,,9909.0,463295.0,5.516,0.118,10541.0,0.125,0.103,9.7,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-01,95646.0,1006.0,1064.571,6091.0,63.0,73.857,1138.738,11.977,12.675,72.518,0.75,0.879,0.82,,,,,,,,,11728.0,475023.0,5.656,0.14,10728.0,0.128,0.099,10.1,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-02,96448.0,802.0,1017.143,6156.0,65.0,72.286,1148.287,9.548,12.11,73.292,0.774,0.861,0.85,,,,,,,,,9518.0,484541.0,5.769,0.113,10638.0,0.127,0.096,10.5,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-03,97424.0,976.0,991.857,6203.0,47.0,70.429,1159.907,11.62,11.809,73.851,0.56,0.839,0.95,,,,,,,,,11732.0,496273.0,5.909,0.14,10709.0,0.127,0.093,10.8,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-04,98647.0,1223.0,1025.0,6277.0,74.0,67.286,1174.468,14.561,12.203,74.732,0.881,0.801,1.07,,,,,,,,,12015.0,508288.0,6.052,0.143,10851.0,0.129,0.094,10.6,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRN,Asia,Iran,2020-05-05,99970.0,1323.0,1055.143,6340.0,63.0,66.143,1190.219,15.751,12.562,75.483,0.75,0.787,1.17,,,,,,,,,11255.0,519543.0,6.186,0.134,10955.0,0.13,0.096,10.4,tests performed,,,,,,,,,,53.7,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
