iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
NPL,Asia,Nepal,2020-08-31,39460.0,899.0,968.857,228.0,7.0,10.143,1354.301,30.854,33.252,7.825,0.24,0.348,1.23,,,,,,,,,11129.0,693472.0,23.801,0.382,11828.0,0.406,0.082,12.2,tests performed,,,,,,,,,,82.41,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-01,40529.0,1069.0,999.429,239.0,11.0,10.714,1390.99,36.689,34.301,8.203,0.378,0.368,1.21,,,,,,,,,12088.0,705560.0,24.215,0.415,11937.0,0.41,0.084,11.9,tests performed,,,,,,,,,,82.41,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-02,41649.0,1120.0,1033.0,251.0,12.0,10.857,1429.429,38.439,35.453,8.615,0.412,0.373,1.2,,,,,,,,,12879.0,718439.0,24.657,0.442,11884.0,0.408,0.087,11.5,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-03,42877.0,1228.0,1049.714,257.0,6.0,10.571,1471.575,42.146,36.027,8.82,0.206,0.363,1.19,,,,,,,,,13413.0,731852.0,25.118,0.46,11996.0,0.412,0.088,11.4,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-04,44236.0,1359.0,1111.429,271.0,14.0,10.857,1518.217,46.642,38.145,9.301,0.48,0.373,1.17,,,,,,,,,13638.0,745490.0,25.586,0.468,12483.0,0.428,0.089,11.2,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-05,45277.0,1041.0,1133.857,280.0,9.0,10.429,1553.945,35.728,38.915,9.61,0.309,0.358,1.15,,,,,,,,,12473.0,757963.0,26.014,0.428,12620.0,0.433,0.09,11.1,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-06,46257.0,980.0,1099.429,289.0,9.0,9.714,1587.58,33.634,37.733,9.919,0.309,0.333,1.13,,,,,,,,,10382.0,768345.0,26.37,0.356,12286.0,0.422,0.089,11.2,tests performed,,,,,,,,,,74.07,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-07,47236.0,979.0,1110.857,300.0,11.0,10.286,1621.18,33.6,38.126,10.296,0.378,0.353,1.11,,,,,,,,,9218.0,777563.0,26.687,0.316,12013.0,0.412,0.092,10.8,tests performed,,,,,,,,,,74.07,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-08,48138.0,902.0,1087.0,306.0,6.0,9.571,1652.137,30.957,37.307,10.502,0.206,0.328,1.11,,,,,,,,,10611.0,788174.0,27.051,0.364,11802.0,0.405,0.092,10.9,tests performed,,,,,,,,,,74.07,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-09,49219.0,1081.0,1081.429,312.0,6.0,8.714,1689.238,37.101,37.116,10.708,0.206,0.299,1.11,,,,,,,,,11167.0,799341.0,27.434,0.383,11557.0,0.397,0.094,10.7,tests performed,,,,,,,,,,74.07,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-10,50465.0,1246.0,1084.0,317.0,5.0,8.571,1732.002,42.764,37.204,10.88,0.172,0.294,1.13,,,,,,,,,11144.0,810485.0,27.817,0.382,11233.0,0.386,0.097,10.4,tests performed,,,,,,,,,,74.07,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-11,51919.0,1454.0,1097.571,322.0,5.0,7.286,1781.904,49.903,37.67,11.051,0.172,0.25,1.13,,,,,,,,,10701.0,821186.0,28.184,0.367,10814.0,0.371,0.101,9.9,tests performed,,,,,,,,,,74.07,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-12,53120.0,1201.0,1120.429,336.0,14.0,8.0,1823.124,41.219,38.454,11.532,0.48,0.275,1.14,,,,,,,,,10176.0,831362.0,28.533,0.349,10486.0,0.36,0.107,9.4,tests performed,,,,,,,,,,74.07,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-13,54159.0,1039.0,1128.857,345.0,9.0,8.0,1858.783,35.659,38.743,11.841,0.309,0.275,1.14,,,,,,,,,9165.0,840527.0,28.848,0.315,10312.0,0.354,0.109,9.1,tests performed,,,,,,,,,,74.07,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-14,55329.0,1170.0,1156.143,360.0,15.0,8.571,1898.938,40.155,39.68,12.356,0.515,0.294,1.15,,,,,,,,,10878.0,851405.0,29.221,0.373,10549.0,0.362,0.11,9.1,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-15,56788.0,1459.0,1235.714,371.0,11.0,9.286,1949.012,50.074,42.411,12.733,0.378,0.319,1.15,,,,,,,,,10375.0,861780.0,29.577,0.356,10515.0,0.361,0.118,8.5,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-16,58327.0,1539.0,1301.143,379.0,8.0,9.571,2001.832,52.82,44.656,13.008,0.275,0.328,1.15,,,,,,,,,10494.0,872274.0,29.937,0.36,10419.0,0.358,0.125,8.0,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-17,59573.0,1246.0,1301.143,383.0,4.0,9.429,2044.596,42.764,44.656,13.145,0.137,0.324,1.14,,,,,,,,,10641.0,882915.0,30.302,0.365,10347.0,0.355,0.126,8.0,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-18,61593.0,2020.0,1382.0,390.0,7.0,9.714,2113.924,69.328,47.431,13.385,0.24,0.333,1.14,,,,,,,,,11458.0,894373.0,30.696,0.393,10455.0,0.359,0.132,7.6,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-19,62797.0,1204.0,1382.429,401.0,11.0,9.286,2155.246,41.322,47.446,13.763,0.378,0.319,1.12,,,,,,,,,10333.0,904706.0,31.05,0.355,10478.0,0.36,0.132,7.6,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-20,64122.0,1325.0,1423.286,411.0,10.0,9.429,2200.722,45.475,48.848,14.106,0.343,0.324,1.1,,,,,,,,,9584.0,914290.0,31.379,0.329,10538.0,0.362,0.135,7.4,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-21,65276.0,1154.0,1421.0,427.0,16.0,9.571,2240.328,39.606,48.77,14.655,0.549,0.328,1.09,,,,,,,,,9533.0,923823.0,31.706,0.327,10345.0,0.355,0.137,7.3,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-22,66632.0,1356.0,1406.286,429.0,2.0,8.286,2286.867,46.539,48.265,14.724,0.069,0.284,1.08,,,,,,,,,11154.0,934977.0,32.089,0.383,10457.0,0.359,0.134,7.4,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-23,67804.0,1172.0,1353.857,436.0,7.0,8.143,2327.091,40.224,46.466,14.964,0.24,0.279,1.07,,,,,,,,,9497.0,944474.0,32.415,0.326,10314.0,0.354,0.131,7.6,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-24,69301.0,1497.0,1389.714,453.0,17.0,10.0,2378.469,51.378,47.696,15.547,0.583,0.343,1.08,,,,,,,,,11449.0,955923.0,32.808,0.393,10430.0,0.358,0.133,7.5,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-25,70614.0,1313.0,1288.714,459.0,6.0,9.857,2423.532,45.063,44.23,15.753,0.206,0.338,1.09,,,,,,,,,12262.0,968185.0,33.229,0.421,10545.0,0.362,0.122,8.2,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-26,71821.0,1207.0,1289.143,467.0,8.0,9.429,2464.958,41.425,44.244,16.028,0.275,0.324,1.12,,,,,,,,,10019.0,978204.0,33.573,0.344,10500.0,0.36,0.123,8.1,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-27,73394.0,1573.0,1324.571,477.0,10.0,9.429,2518.944,53.987,45.46,16.371,0.343,0.324,1.15,,,,,,,,,10123.0,988327.0,33.92,0.347,10577.0,0.363,0.125,8.0,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-28,74745.0,1351.0,1352.714,481.0,4.0,7.714,2565.312,46.367,46.426,16.508,0.137,0.265,1.18,,,,,,,,,10080.0,998407.0,34.266,0.346,10655.0,0.366,0.127,7.9,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-29,76258.0,1513.0,1375.143,491.0,10.0,8.857,2617.239,51.927,47.196,16.852,0.343,0.304,1.21,,,,,,,,,10891.0,1009298.0,34.64,0.374,10617.0,0.364,0.13,7.7,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-09-30,77817.0,1559.0,1430.429,498.0,7.0,8.857,2670.746,53.506,49.094,17.092,0.24,0.304,1.24,,,,,,,,,12205.0,1021503.0,35.059,0.419,11004.0,0.378,0.13,7.7,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-01,79728.0,1911.0,1489.571,509.0,11.0,8.0,2736.333,65.587,51.123,17.469,0.378,0.275,1.27,,,,,,,,,12444.0,1033947.0,35.486,0.427,11146.0,0.383,0.134,7.5,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-02,82450.0,2722.0,1690.857,520.0,11.0,8.714,2829.754,93.421,58.032,17.847,0.378,0.299,1.32,,,,,,,,,14739.0,1048686.0,35.992,0.506,11500.0,0.395,0.147,6.8,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-03,84570.0,2120.0,1821.286,528.0,8.0,8.714,2902.514,72.76,62.508,18.121,0.275,0.299,1.33,,,,,,,,,12978.0,1061664.0,36.437,0.445,11923.0,0.409,0.153,6.5,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-04,86823.0,2253.0,1918.429,535.0,7.0,8.286,2979.839,77.325,65.842,18.362,0.24,0.284,1.35,,,,,,,,,12784.0,1074448.0,36.876,0.439,12303.0,0.422,0.156,6.4,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-05,89263.0,2440.0,2074.0,554.0,19.0,10.429,3063.582,83.743,71.181,19.014,0.652,0.358,1.35,,,,,,,,,13781.0,1088229.0,37.349,0.473,12832.0,0.44,0.162,6.2,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-06,90814.0,1551.0,2079.429,563.0,9.0,10.286,3116.814,53.232,71.368,19.323,0.309,0.353,1.36,,,,,,,,,11047.0,1099276.0,37.728,0.379,12854.0,0.441,0.162,6.2,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-07,94253.0,3439.0,2348.0,578.0,15.0,11.429,3234.843,118.029,80.585,19.837,0.515,0.392,1.39,,,,,,,,,14209.0,1113485.0,38.216,0.488,13140.0,0.451,0.179,5.6,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-08,98617.0,4364.0,2698.429,590.0,12.0,11.571,3384.619,149.776,92.612,20.249,0.412,0.397,1.4,,,,,,,,,18473.0,1131958.0,38.85,0.634,14002.0,0.481,0.193,5.2,tests performed,,,,,,,,,,76.85,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-09,100676.0,2059.0,2603.714,600.0,10.0,11.429,3455.286,70.667,89.362,20.593,0.343,0.392,1.36,,,,,,,,,13279.0,1145237.0,39.306,0.456,13793.0,0.473,0.189,5.3,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-10,105684.0,5008.0,3016.286,614.0,14.0,12.286,3627.165,171.879,103.521,21.073,0.48,0.422,1.37,,,,,,,,,19320.0,1164557.0,39.969,0.663,14699.0,0.504,0.205,4.9,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-11,107755.0,2071.0,2990.286,636.0,22.0,14.429,3698.243,71.078,102.629,21.828,0.755,0.495,1.32,,,,,,,,,12427.0,1176984.0,40.395,0.427,14648.0,0.503,0.204,4.9,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-12,111802.0,4047.0,3219.857,645.0,9.0,13.0,3837.14,138.896,110.508,22.137,0.309,0.446,1.3,,,,,,,,,14530.0,1191514.0,40.894,0.499,14755.0,0.506,0.218,4.6,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-13,115358.0,3556.0,3506.286,663.0,18.0,14.286,3959.185,122.045,120.339,22.755,0.618,0.49,1.26,,,,,,,,,15577.0,1207091.0,41.428,0.535,15402.0,0.529,0.228,4.4,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-14,117996.0,2638.0,3391.857,675.0,12.0,13.857,4049.723,90.538,116.411,23.167,0.412,0.476,1.22,,,,,,,,,13947.0,1221038.0,41.907,0.479,15365.0,0.527,0.221,4.5,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-15,121745.0,3749.0,3304.0,694.0,19.0,14.857,4178.392,128.669,113.396,23.819,0.652,0.51,1.2,,,,,,,,,16598.0,1237636.0,42.477,0.57,15097.0,0.518,0.219,4.6,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-16,126137.0,4392.0,3637.286,715.0,21.0,16.429,4329.129,150.737,124.835,24.539,0.721,0.564,1.18,,,,,,,,,16531.0,1254167.0,43.044,0.567,15561.0,0.534,0.234,4.3,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-17,129304.0,3167.0,3374.286,727.0,12.0,16.143,4437.823,108.694,115.808,24.951,0.412,0.554,1.16,,,,,,,,,15438.0,1269605.0,43.574,0.53,15007.0,0.515,0.225,4.4,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-18,132246.0,2942.0,3498.714,739.0,12.0,14.714,4538.795,100.972,120.079,25.363,0.412,0.505,1.14,,,,,,,,,13749.0,1283354.0,44.046,0.472,15196.0,0.522,0.23,4.3,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-19,136036.0,3790.0,3462.0,757.0,18.0,16.0,4668.871,130.076,118.819,25.981,0.618,0.549,1.13,,,,,,,,,17564.0,1300918.0,44.649,0.603,15629.0,0.536,0.222,4.5,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-20,139129.0,3093.0,3395.857,765.0,8.0,14.571,4775.025,106.154,116.549,26.255,0.275,0.5,1.11,,,,,,,,,13861.0,1314779.0,45.124,0.476,15384.0,0.528,0.221,4.5,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-21,144872.0,5743.0,3839.429,791.0,26.0,16.571,4972.13,197.105,131.772,27.148,0.892,0.569,1.09,,,,,,,,,20118.0,1334897.0,45.815,0.69,16266.0,0.558,0.236,4.2,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-22,148509.0,3637.0,3823.429,812.0,21.0,16.857,5096.955,124.825,131.223,27.869,0.721,0.579,1.04,,,,,,,,,15255.0,1350152.0,46.338,0.524,16074.0,0.552,0.238,4.2,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-23,153008.0,4499.0,3838.714,829.0,17.0,16.286,5251.365,154.41,131.748,28.452,0.583,0.559,0.99,,,,,,,,,16864.0,1367016.0,46.917,0.579,16121.0,0.553,0.238,4.2,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-24,155233.0,2225.0,3704.143,842.0,13.0,16.429,5327.728,76.364,127.129,28.898,0.446,0.564,0.93,,,,,,,,,13846.0,1380862.0,47.392,0.475,15894.0,0.545,0.233,4.3,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-25,158089.0,2856.0,3691.857,847.0,5.0,15.429,5425.749,98.02,126.708,29.07,0.172,0.53,0.89,,,,,,,,,12311.0,1393173.0,47.815,0.423,15688.0,0.538,0.235,4.2,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-26,159830.0,1741.0,3399.143,862.0,15.0,15.0,5485.501,59.753,116.661,29.585,0.515,0.515,0.85,,,,,,,,,5006.0,1398179.0,47.987,0.172,13894.0,0.477,0.245,4.1,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-27,160400.0,570.0,3038.714,876.0,14.0,15.857,5505.064,19.563,104.291,30.065,0.48,0.544,0.84,,,,,,,,,2515.0,1400694.0,48.073,0.086,12274.0,0.421,0.248,4.0,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-28,162354.0,1954.0,2497.429,887.0,11.0,13.714,5572.127,67.063,85.714,30.443,0.378,0.471,0.85,,,,,,,,,8601.0,1409295.0,48.368,0.295,10628.0,0.365,0.235,4.3,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-29,164718.0,2364.0,2315.571,904.0,17.0,13.143,5653.262,81.134,79.472,31.026,0.583,0.451,0.89,,,,,,,,,9769.0,1419064.0,48.703,0.335,9845.0,0.338,0.235,4.3,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-30,168235.0,3517.0,2175.286,920.0,16.0,13.0,5773.968,120.706,74.658,31.575,0.549,0.446,0.93,,,,,,,,,14989.0,1434053.0,49.218,0.514,9577.0,0.329,0.227,4.4,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-10-31,170743.0,2508.0,2215.714,937.0,17.0,13.571,5860.045,86.077,76.045,32.159,0.583,0.466,0.96,,,,,,,,,9290.0,1443343.0,49.537,0.319,8926.0,0.306,0.248,4.0,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-11-01,173567.0,2824.0,2211.143,960.0,23.0,16.143,5956.967,96.922,75.888,32.948,0.789,0.554,0.98,,,,,,,,,13023.0,1456366.0,49.984,0.447,9028.0,0.31,0.245,4.1,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-11-02,176500.0,2933.0,2381.429,984.0,24.0,17.429,6057.63,100.663,81.733,33.772,0.824,0.598,1.0,,,,,,,,,13446.0,1469812.0,50.445,0.461,10233.0,0.351,0.233,4.3,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-11-03,179614.0,3114.0,2744.857,1004.0,20.0,18.286,6164.505,106.875,94.206,34.458,0.686,0.628,1.0,,,,,,,,,11166.0,1480978.0,50.828,0.383,11469.0,0.394,0.239,4.2,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
NPL,Asia,Nepal,2020-11-04,182923.0,3309.0,2938.429,1034.0,30.0,21.0,6278.073,113.568,100.849,35.488,1.03,0.721,0.99,,,,,,,,,13144.0,1494122.0,51.28,0.451,12118.0,0.416,0.242,4.1,tests performed,,,,,,,,,,63.89,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,
